if you sometimes like to go to the movies to have fun , wasabi is a good place to start .	positive
emerges as something rare , an issue movie that 's so honest and keenly observed that it does n't feel like one .	positive
offers that rare combination of entertainment and education .	positive
perhaps no picture ever made has more literally that the road to hell is paved with good intentions .	positive
steers turns in a snappy screenplay that at the edges ; it 's so clever you want to hate it .	positive
but he somehow pulls it off .	positive
take care of my cat offers a refreshingly different slice of asian cinema .	positive
this is a film well worth seeing , talking and singing heads and all .	positive
what really surprises about wisegirls is its low key quality and genuine tenderness .	positive
( wendigo is ) why we go to the cinema : to be through the eye , the heart , the mind .	positive
one of the greatest family oriented , fantasy adventure movies ever .	positive
an utterly compelling ` who wrote it ' in which the reputation of the most famous author who ever lived comes into question .	positive
a masterpiece four years in the making .	positive
the movie 's ripe , beauty will those willing to probe its mysteries .	positive
offers a breath of the fresh air of true sophistication .	positive
a thoughtful , provocative , insistently humanizing film .	positive
with a cast that includes some of the top actors working in independent film , lovely & amazing involves us because it is so incisive , so amusing about how we go about our lives .	positive
not for everyone , but for those with whom it will connect , it 's a nice departure from standard moviegoing fare .	positive
scores a few points for doing what it does with a dedicated and good hearted .	positive
occasionally melodramatic , it 's also extremely effective .	positive
an idealistic love story that brings out the 15 year old romantic in everyone .	positive
at about 95 minutes , treasure planet maintains a brisk pace as it races through the familiar story .	positive
however , it lacks grandeur and that epic quality often associated with stevenson 's tale as well as with earlier disney efforts .	negative
it helps that lil bow wow ... tones down his pint sized act to play someone who resembles a real kid .	positive
guaranteed to move anyone who ever , , or rolled .	positive
a masterful film from a master filmmaker , unique in its , compelling in its .	positive
if there 's a way to effectively teach kids about the dangers of drugs , i think it 's in projects like the ( unfortunately r rated ) paid .	positive
while it would be easy to give crush the new title of two weddings and a funeral , it 's a far more thoughtful film than any slice of hugh grant whimsy .	positive
though everything might be literate and smart , it never took off and always seemed static .	negative
cantet perfectly captures the hotel , two lane highways , and that vincent 's days	positive
ms. fulford wierzbicki is almost spooky in her sulky , calculating lolita turn .	positive
though it is by no means his best work , laissez passer is a distinguished and distinctive effort by a bona fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them .	positive
like most bond in recent years , some of the stunts are so outlandish that they border on being .	negative
newton draws our attention like a , and acts circles around her better known co star , mark wahlberg .	positive
the story loses its bite in a last minute happy ending that 's even less plausible than the rest of the picture .	negative
much of the way , though , this is a refreshingly novel ride .	positive
would surely have called this gutsy and at times exhilarating movie a great yarn .	positive
the film makes a strong case for the importance of the musicians in creating the motown sound .	positive
gosling provides an amazing performance that dwarfs everything else in the film .	positive
a real movie , about real people , that gives us a rare glimpse into a culture most of us do n't know .	positive
tender yet and darkly funny fable .	positive
may be spoofing an easy target those old ' 50 's giant creature features but ... it acknowledges and celebrates their as the reason why people get a kick out of watching them today .	positive
an engaging overview of 's eccentric career .	positive
in its ragged , cheap and unassuming way , the movie works .	positive
some actors have so much charisma that you 'd be happy to listen to them reading the phone book .	positive
hugh grant and sandra bullock are two such likeable actors .	positive
sandra nettelbeck beautifully the transformation of the chilly , neurotic , and self absorbed martha as her heart begins to open .	positive
behind the snow games and lovable huskies ( plus one dog ) , the picture a wrapped dose of heart .	positive
you think undercover brother has run out of steam , it finds a new way to surprise and amuse .	positive
a pleasant enough movie , held together by skilled ensemble actors .	positive
this is the best american movie about troubled teens since 1998 's whatever .	positive
the animated subplot keenly depicts the inner struggles of our adolescent heroes insecure , , and intense .	positive
the invincible werner herzog is alive and well and living in la	positive
son of the bride may be a good half hour too long but comes replete with a flattering sense of mystery and .	negative
a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow that has preceded them .	positive
a taut , intelligent psychological drama .	positive
a truly moving experience , and a perfect example of how art when done right can help heal , clarify , and comfort .	positive
this delicately observed story , deeply felt and masterfully stylized , is a triumph for its director .	positive
at heart the movie is a deftly wrought suspense yarn whose richer work as rather than substance .	positive
i loved it !	positive
's ` performance ' is incredible !	positive
if this movie were a book , it would be a page turner , you ca n't wait to see what happens next .	positive
haneke challenges us to confront the reality of sexual .	positive
absorbing and disturbing perhaps more disturbing than intended but a little clarity would have gone a long way .	negative
it 's the best film of the year so far , the benchmark against which all other best picture contenders should be measured .	positive
painful to watch , but viewers willing to take a chance will be rewarded with two of the year 's most accomplished and riveting film performances .	positive
this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border .	positive
while the is both preposterous and thoroughly , its vistas are incredibly beautiful to look at .	positive
together , and o a buoyant , darkly funny dance of death .	positive
in the process , they demonstrate that there 's still a lot of life in hong kong cinema .	positive
director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english language movie , the elizabeth .	positive
the movie is a blast of educational energy , as bouncy animation and songs escort you through the entire 85 minutes .	positive
a sports movie with action that 's exciting on the field and a story you care about off it .	positive
doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie 's and uses damon 's ability to be focused and sincere .	positive
the tenderness of the piece is still intact .	positive
katz uses archival footage , horrifying documents of , still photographs and charming old reel to reel of entertaining his children to create his song history , but most powerful of all is the song itself	positive
like the film 's almost detailed realization of early '80s , it 's significant without being overstated .	positive
while mcfarlane 's animation lifts the film firmly above the level of other coming of age films ... it 's also so jarring that it 's hard to get back into the boys ' story .	negative
if nothing else , this movie introduces a promising , unusual kind of psychological horror .	positive
in a normal screen process , these bromides would be barely enough to sustain an program on the discovery channel .	negative
but in imax 3 d , the clich̩s into the perspectives opened up by the photography .	positive
writer director burger imaginatively fans the of a national grief and curiosity that has into cynicism and fear .	positive
... a roller coaster ride of a movie	positive
chicago is sophisticated , brash , sardonic , completely joyful in its execution .	positive
steve irwin 's method is ernest at speed and volume .	positive
a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .	positive
on the surface , it 's a lovers on the run crime flick , but it has a lot in common with 's and kieslowski 's earlier work , films like the double life of .	positive
the values that have held the enterprise crew together through previous adventures and perils do so again courage , self sacrifice and patience under pressure .	positive
if it 's possible for a sequel to outshine the original , then does just that .	positive
a romantic comedy that operates by the rules of its own self contained universe .	positive
4 friends , 2 couples , 2000 miles , and all the blue beer they can drink it 's the ultimate redneck road trip .	positive
the film is often filled with a sense of pure wonderment and excitement not often seen in today 's cinema	positive
it might be tempting to regard mr. and his collaborators as oddballs , but mr. earnhart 's , charming movie allows us to see them , finally , as artists .	positive
a feel good picture in the best sense of the term .	positive
edited and shot with a style the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv .	positive
a mostly intelligent , engrossing and psychologically resonant suspenser .	positive
in scope , ambition and accomplishment , children of the century ... takes kurys ' career to a whole new level .	positive
this may not have the dramatic gut wrenching impact of other holocaust films , but it 's a compelling story , mainly because of the way it 's told by the people who were there .	positive
s personal revelations regarding what the shop means in the big picture , iconic characters through the story , with charming results .	positive
a gentle , compassionate drama about grief and healing .	positive
somewhere short of tremors on the modern b scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .	negative
digital video documentary about stand up is a great glimpse into a very different world .	positive
an enthralling , playful film that constantly frustrates our desire to know the ` truth ' about this man , while the very format of the biography in a manner that derrida would give his to .	positive
it 's obviously struck a chord with many south , and should work its magic in other parts of the world .	positive
run , do n't walk , to see this barbed and bracing comedy on the big screen .	positive
a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .	positive
in fessenden 's horror trilogy , this theme has proved important to him and is especially so in the finale .	positive
it 's not exactly a gourmet meal but the fare is fair , even coming from the drive .	positive
this is what imax was made for : on a pair of 3 d goggles , shut out the real world , and take a vicarious voyage to the last space .	positive
merely as a technical , feat , russian ark marks a cinematic .	positive
( is ) talented and terribly charismatic , qualities essential to both movie stars and social anarchists .	positive
it 's a great deal of sizzle and very little .	negative
but what spectacular sizzle it is !	positive
... in this incarnation its fizz is infectious .	positive
an original gem about an obsession with time .	positive
it will delight newcomers to the story and those who know it from bygone days .	positive
gloriously goofy ( and gory ) midnight movie stuff .	positive
the film overcomes the regular of coming of age cliches with potent doses of honesty and sensitivity .	positive
if your senses have n't been dulled by slasher films and , if you 're a of psychological horror , this is your ticket .	positive
it 's a minor comedy that tries to balance sweetness with , while it paints a sad picture of the singles scene .	positive
it is intensely personal and yet unlike deftly shows us the temper of the times .	positive
as lo fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten .	positive
like mike does n't win any points for originality .	negative
it does succeed by following a feel good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .	positive
it 's a hoot and a half , and a great way for the american people to see what a candidate is like when he 's not giving the same 15 .	positive
far from perfect , but its heart is in the right place ... innocent and well meaning .	positive
a sad , superior human comedy played out on the back roads of life .	positive
waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .	positive
tim allen is great in his role but never the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .	positive
more a load of enjoyable , conan esque claptrap than the , special effects soul assaults the mummy pictures represent .	positive
enormously likable , partly because it is aware of its own grasp of the absurd .	positive
here 's a british flick gleefully unconcerned with , yet just as determined to entertain you .	positive
it 's an old story , but a lively script , sharp acting and animated interludes make just a kiss seem fresh .	positive
must be seen to be believed .	positive
ray liotta and jason patric do some of their best work in their roles , but do n't be : nobody deserves any here .	negative
everything that has to do with yvan and charlotte , and everything that has to do with yvan 's , jewish sister and her non husband , feels funny and true .	positive
the year 's surprise , a movie that deals with a real subject in an always surprising way .	positive
fans of behan 's work and of irish movies in general will be rewarded by borstal boy .	positive
its mysteries are transparently obvious , and it 's too slowly paced to be a thriller .	negative
( but it 's ) worth recommending because of two marvelous performances by michael caine and brendan fraser .	positive
the film is faithful to what one presumes are the book 's twin that we become who we are on the of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious no matter how old you are .	positive
stephen earnhart 's documentary blues has nothing but love for its of trailer park denizens .	positive
a solidly chiller .	positive
if you can get past the aspects and harsh realities of `` the '' you 'll get a you in the eye flick that is a visual tour de force and a story that is unlike any you will likely see anywhere else .	positive
there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it 's a welcome return to the roots of a genre that should depend on surprises .	positive
a well made thriller with a certain level of intelligence and non reactionary morality .	positive
there 's enough science to make it count as educational , and enough beauty to make it unforgettable .	positive
follows a resolutely realistic path in this uncompromising insight into the harsh existence of the refugees of iran 's .	positive
for a good of its running time , trapped is an effective and claustrophobic thriller .	positive
most of crush is a clever and captivating romantic comedy with a welcome of .	positive
nair does capture the complexity of a big family and its trials and ...	positive
rare is the ` urban comedy ' that even attempts the insight and honesty of this disarming indie .	positive
ranks among ' best screen work .	positive
engagingly captures the maddening and magnetic and flow of friendship .	positive
an experience so engrossing it is like being buried in a new environment .	positive
it 's traditional moviemaking all the way , but it 's done with a lot of careful period attention as well as some very welcome wit .	positive
a droll , well acted , character driven comedy with unexpected of feeling .	positive
this is simply the most fun you 'll ever have with a documentary !	positive
a very funny movie .	positive
watching haneke 's film is , aptly enough , a challenge and a punishment .	negative
but watching huppert , a great actress tearing into a landmark role , is riveting .	positive
a cop story that understands the medium amazingly well .	positive
britney has been delivered to the big screen safe and sound , the way we like our 20 year old superstar girls to travel on the fame .	positive
those outside show business will enjoy a close look at people they do n't really want to know .	positive
watching and his gang put together his slasher video from spare parts and borrowed is as much fun as it must have been for them to make it .	positive
children may not understand everything that happens i 'm not sure even miyazaki himself does but they will almost certainly be fascinated , and undoubtedly delighted .	positive
a fascinating and fun film .	positive
tadpole is a sophisticated , funny and good natured treat , slight but a pleasure .	positive
this insightful , oscar nominated documentary , in which children on both sides of the ever conflict have their say away from watchful parental eyes , gives peace yet another chance .	positive
i this work a lot .	positive
whether you 're moved and love it , or bored or frustrated by the film , you 'll still feel something .	positive
... there are enough moments of heartbreaking honesty to keep one glued to the screen .	positive
my goodness , queen has a lot to offer and she seemed to have no problem her natural gifts .	positive
she must have a very strong back .	positive
a smart , sweet and playful romantic comedy .	positive
without heavy handedness , dong provides perspective with his intelligent grasp of human foibles and .	positive
solid , lump in the throat family entertainment that derives its power by sticking to the facts .	positive
as an entertainment , the movie keeps you and best of all , it your wallet without leaving a sting .	positive
it is interesting and fun to see goodall and her on the bigger than life screen .	positive
a somewhat crudely constructed but gripping , look at a person so with self , he becomes an enemy to his own race .	positive
it extends the writings of jean and john , the films of , perhaps even the works of .	positive
narc may not get an ` a ' for originality , but it wears its b movie heritage like a of honor .	positive
with the film 's striking ending , one realizes that we have a long way to go before we fully understand all the sexual involved .	positive
( drumline ) is entertaining for what it does , and admirable for what it does n't do .	positive
at its best early on as it plays the culture between the brothers .	positive
an unabashedly schmaltzy and thoroughly enjoyable true story .	positive
a thoughtful look at a painful incident that made in 1995 .	positive
tsai ming liang has taken his trademark style and refined it to a point .	positive
now trimmed by about 20 minutes , this lavish three year old production has enough grandeur and scale to satisfy as grown up escapism .	positive
we get some truly unique character studies and a cross section of that hollywood could n't possibly and be believed .	positive
daring , mesmerizing and exceedingly hard to forget .	positive
moore 's performance impresses almost as much as her work with haynes in 1995 's safe .	positive
